N,P,K,temperature,humidity,ph,rainfall,label
16.4,70.8,9.3,23.91,67.2,6.82,38.55,Lentil
6.2,65.0,21.7,22.27,60.49,6.49,32.57,Lentil
18.2,71.2,15.7,26.49,75.69,7.23,45.8,Lentil
17.4,66.2,19.7,19.82,65.77,6.57,36.13,Lentil
21.0,71.9,14.0,26.11,64.06,7.12,43.58,Lentil
18.2,54.7,17.9,21.75,69.62,6.76,56.66,Lentil
17.4,65.0,19.1,27.63,66.05,6.85,55.29,Lentil
10.1,80.1,20.1,24.9,66.8,6.96,45.44,Lentil
14.3,62.6,14.5,26.11,77.26,6.6,45.0,Lentil
21.4,63.8,23.8,24.7,63.42,6.98,60.74,Lentil
27.6,64.9,16.6,20.12,63.21,7.51,49.87,Lentil
18.5,59.5,12.3,22.35,65.38,6.59,43.08,Lentil
20.6,52.5,18.6,26.18,70.16,7.37,34.29,Lentil
23.8,66.4,19.1,24.92,57.27,7.5,48.85,Lentil
14.9,69.0,19.6,27.45,54.97,6.57,52.33,Lentil
20.8,67.6,24.4,25.51,61.86,6.32,40.65,Lentil
15.3,67.0,18.1,22.08,56.63,7.02,48.03,Lentil
23.3,68.3,18.5,22.51,62.68,6.68,42.79,Lentil
19.8,75.2,14.6,24.76,67.31,7.65,44.23,Lentil
20.5,66.7,22.3,18.71,60.35,6.91,25.8,Lentil
15.1,64.0,19.7,28.68,57.67,6.58,43.93,Lentil
22.5,66.0,17.3,25.6,65.15,6.44,53.45,Lentil
29.4,72.1,11.4,27.57,69.11,7.34,40.65,Lentil
14.0,77.9,24.8,20.55,56.33,6.67,46.12,Lentil
17.3,63.6,14.1,27.61,68.9,6.92,39.65,Lentil
20.2,68.7,16.6,30.08,68.89,7.28,48.58,Lentil
22.9,70.4,20.4,21.2,69.57,6.71,43.97,Lentil
16.2,61.1,14.2,26.43,70.89,6.88,38.19,Lentil
4.8,68.1,13.0,24.5,75.81,6.89,56.36,Lentil
25.8,57.7,10.5,20.64,63.02,7.17,53.13,Lentil
22.8,55.6,21.9,25.73,65.35,7.14,40.86,Lentil
10.3,70.6,16.8,26.58,62.72,6.81,49.68,Lentil
16.0,65.3,30.7,23.0,64.81,6.93,50.0,Lentil
26.8,69.4,15.0,27.41,72.46,6.75,50.84,Lentil
26.2,67.9,15.3,20.33,58.07,6.31,32.15,Lentil
23.7,61.2,16.7,20.76,60.49,7.0,53.75,Lentil
18.1,67.7,20.0,24.84,71.69,7.66,41.14,Lentil
19.4,59.4,17.1,24.56,69.9,6.55,42.84,Lentil
18.3,77.7,21.4,22.71,62.98,6.59,66.8,Lentil
24.6,58.5,15.1,26.52,69.07,6.55,48.11,Lentil
14.6,66.6,13.5,25.83,66.51,7.19,42.61,Lentil
15.0,60.7,11.8,26.65,72.3,7.08,28.06,Lentil
24.1,72.0,10.1,24.19,65.17,6.84,56.82,Lentil
18.8,65.7,16.9,26.01,69.93,6.53,34.94,Lentil
25.9,64.4,17.8,23.39,78.01,6.94,37.67,Lentil
15.6,74.0,16.5,29.63,67.79,6.27,43.05,Lentil
18.7,68.2,24.0,22.47,65.05,6.96,57.03,Lentil
14.4,71.6,23.9,29.76,68.41,7.25,51.89,Lentil
19.0,61.1,17.7,24.59,62.97,6.4,44.44,Lentil
11.6,58.2,11.8,21.06,76.74,6.29,48.17,Lentil
16.6,68.8,16.7,27.92,65.7,7.53,40.9,Lentil
11.8,65.8,16.6,24.81,63.44,6.66,46.82,Lentil
22.5,72.4,16.4,26.63,60.62,7.35,46.29,Lentil
22.6,67.4,16.2,27.56,70.29,6.84,53.45,Lentil
10.3,69.4,16.4,25.34,69.14,6.84,53.44,Lentil
25.7,56.6,17.5,23.02,62.31,7.08,49.65,Lentil
31.5,81.2,16.5,26.94,67.68,6.55,42.8,Lentil
19.2,66.9,19.8,24.5,57.26,6.95,51.63,Lentil
15.8,72.9,20.4,26.21,65.72,6.75,44.96,Lentil
33.1,62.1,15.4,19.12,67.06,6.37,37.04,Lentil
12.4,70.2,24.1,25.62,73.34,7.03,42.47,Lentil
19.1,58.9,15.1,22.9,60.95,6.79,46.38,Lentil
19.9,71.2,12.5,28.63,58.41,6.84,52.98,Lentil
25.7,65.5,20.5,26.06,60.32,6.42,44.23,Lentil
20.8,68.2,15.7,25.1,58.12,7.54,36.03,Lentil
16.5,72.9,20.3,25.72,71.48,7.25,46.15,Lentil
14.2,59.4,9.4,22.0,72.54,7.29,46.61,Lentil
17.3,63.2,24.6,28.56,66.4,6.78,47.19,Lentil
14.0,71.2,21.7,29.48,70.91,6.21,53.06,Lentil
19.2,82.7,13.0,25.48,65.47,7.68,53.85,Lentil
16.2,67.0,13.1,28.48,64.32,6.88,40.95,Lentil
11.5,72.1,25.7,23.08,63.13,6.6,40.77,Lentil
25.3,67.3,16.1,22.51,63.25,7.07,37.38,Lentil
16.5,81.6,15.7,24.6,57.06,7.37,51.29,Lentil
12.7,55.8,9.9,25.59,66.12,6.89,57.29,Lentil
18.2,68.7,17.6,23.52,64.6,7.41,43.18,Lentil
19.3,56.6,18.1,25.84,68.53,7.33,43.77,Lentil
10.3,50.5,21.9,25.27,65.27,6.47,57.43,Lentil
20.7,70.1,13.4,22.0,63.99,6.63,49.74,Lentil
13.8,69.0,12.9,25.8,60.44,7.28,49.19,Lentil
27.6,66.0,20.8,26.66,65.16,5.81,36.17,Lentil
21.6,67.3,23.0,24.93,68.49,6.84,51.13,Lentil
17.0,89.7,12.7,27.38,59.08,6.33,38.27,Lentil
15.3,66.2,23.3,21.46,65.24,6.71,36.63,Lentil
18.5,71.6,19.2,25.67,65.97,6.78,42.93,Lentil
22.1,63.5,23.4,21.57,61.21,6.76,41.01,Lentil
17.9,20.3,46.1,18.58,93.67,6.02,118.86,Pomegranate
11.8,15.7,33.9,21.95,89.66,6.04,108.16,Pomegranate
23.8,17.5,42.2,24.08,83.44,5.46,112.57,Pomegranate
24.6,21.0,33.1,22.85,85.9,7.07,101.91,Pomegranate
9.3,21.1,45.3,21.65,89.35,6.05,103.09,Pomegranate
23.9,24.3,38.7,17.55,86.61,6.35,110.95,Pomegranate
14.9,18.7,46.3,19.78,88.86,6.04,93.53,Pomegranate
23.3,20.2,42.5,22.27,90.2,6.68,103.2,Pomegranate
18.7,17.2,33.9,19.83,94.49,6.25,97.18,Pomegranate
19.1,19.7,47.1,22.31,89.23,5.88,96.81,Pomegranate
18.1,20.8,47.8,23.5,93.32,6.58,82.18,Pomegranate
25.1,18.6,44.4,24.21,94.39,5.83,123.57,Pomegranate
12.8,11.8,36.2,18.73,94.4,6.07,99.26,Pomegranate
22.0,20.3,38.5,27.29,90.95,5.56,121.46,Pomegranate
24.5,20.5,40.7,23.72,84.21,5.83,120.33,Pomegranate
22.6,16.3,36.5,21.8,91.48,6.47,92.07,Pomegranate
30.6,13.9,48.5,24.52,93.25,5.61,94.44,Pomegranate
16.4,24.9,40.7,27.71,89.86,5.81,138.23,Pomegranate
23.8,21.0,26.5,18.2,95.33,6.4,128.51,Pomegranate
18.5,18.1,41.7,21.24,92.68,6.18,107.12,Pomegranate
25.2,14.5,38.3,15.85,91.8,7.2,110.59,Pomegranate
19.0,15.7,39.6,22.28,93.36,7.13,99.93,Pomegranate
17.1,24.2,38.2,22.71,91.1,6.05,112.69,Pomegranate
25.5,19.6,44.0,21.7,82.62,6.62,98.89,Pomegranate
16.5,16.8,45.6,20.16,88.6,6.7,83.11,Pomegranate
11.9,21.0,41.4,16.68,93.69,6.16,91.64,Pomegranate
16.4,15.7,38.3,22.73,87.68,5.8,107.75,Pomegranate
22.1,25.0,39.8,25.44,89.43,6.4,93.93,Pomegranate
26.0,24.4,40.1,20.32,86.97,6.33,106.69,Pomegranate
19.6,17.1,36.0,22.9,95.45,6.23,94.6,Pomegranate
25.6,16.5,42.9,17.88,95.14,6.58,98.11,Pomegranate
12.2,8.5,42.3,22.94,87.45,6.1,117.74,Pomegranate
16.8,13.1,47.7,20.82,90.54,5.94,110.47,Pomegranate
17.6,13.6,46.3,19.89,88.06,6.44,107.38,Pomegranate
18.4,19.5,36.6,19.9,91.94,6.55,118.05,Pomegranate
19.4,17.7,44.1,20.82,91.63,5.93,113.27,Pomegranate
22.5,13.6,35.2,22.76,92.54,6.77,124.86,Pomegranate
16.8,17.9,43.5,18.52,91.1,5.69,101.98,Pomegranate
19.7,21.0,37.4,20.81,98.91,6.17,102.34,Pomegranate
18.8,21.1,34.9,21.7,87.02,6.3,91.89,Pomegranate
14.4,11.4,41.4,19.05,84.97,6.15,102.35,Pomegranate
18.4,18.5,26.6,26.29,88.92,6.17,119.08,Pomegranate
18.3,13.5,31.2,19.67,85.4,7.15,123.1,Pomegranate
18.2,22.6,39.1,20.13,85.62,6.06,119.02,Pomegranate
19.2,22.1,40.4,19.35,87.1,7.38,85.97,Pomegranate
19.4,15.4,38.2,26.3,87.33,6.57,120.5,Pomegranate
16.8,15.9,32.1,23.18,87.24,6.44,85.44,Pomegranate
25.4,17.2,35.9,19.46,91.65,6.59,118.28,Pomegranate
13.2,10.0,42.0,24.57,88.58,7.41,103.09,Pomegranate
15.4,20.3,42.9,22.3,89.56,6.0,115.93,Pomegranate
32.9,17.9,39.9,22.44,92.78,5.95,91.51,Pomegranate
13.8,22.9,45.8,20.94,87.8,6.1,121.55,Pomegranate
12.2,14.6,42.0,19.93,89.31,6.41,89.92,Pomegranate
22.7,16.5,36.3,22.64,91.2,5.71,99.48,Pomegranate
8.6,13.0,38.6,20.44,84.28,6.41,95.52,Pomegranate
17.8,15.0,33.0,26.34,82.95,7.08,86.45,Pomegranate
29.7,14.3,39.5,18.63,91.14,6.46,108.63,Pomegranate
11.3,23.0,45.6,25.64,91.58,6.28,129.17,Pomegranate
9.1,16.2,43.4,21.52,96.29,6.15,139.5,Pomegranate
11.5,19.5,47.0,22.55,90.57,6.76,108.67,Pomegranate
23.5,17.5,38.5,23.88,92.56,6.07,120.9,Pomegranate
24.6,13.9,46.7,20.22,89.51,7.14,110.29,Pomegranate
16.4,18.3,39.0,23.96,90.99,7.17,113.49,Pomegranate
22.4,21.4,47.4,15.03,95.1,6.5,103.39,Pomegranate
26.0,14.2,39.9,20.0,83.73,6.4,109.84,Pomegranate
27.9,22.2,43.5,19.49,91.34,6.81,113.95,Pomegranate
17.8,15.6,47.4,18.67,96.51,6.84,100.56,Pomegranate
7.5,17.1,39.0,21.26,90.95,6.08,106.57,Pomegranate
14.9,21.1,41.1,22.76,95.05,6.19,106.8,Pomegranate
16.9,16.3,46.4,23.56,88.21,5.87,117.42,Pomegranate
17.7,19.2,39.3,22.4,90.0,6.56,94.71,Pomegranate
18.1,17.7,33.4,20.14,90.2,6.67,106.88,Pomegranate
24.6,19.5,50.7,22.72,83.45,5.86,130.44,Pomegranate
25.4,9.5,37.7,22.11,86.6,6.22,121.47,Pomegranate
18.1,11.7,40.8,24.14,86.81,5.86,123.69,Pomegranate
24.5,21.5,45.8,23.74,92.57,6.04,107.79,Pomegranate
20.8,23.1,37.0,21.88,92.72,6.62,111.35,Pomegranate
19.3,15.4,35.0,19.56,91.07,6.11,119.53,Pomegranate
23.5,18.0,41.3,20.17,92.57,6.28,126.22,Pomegranate
19.4,20.2,31.0,20.43,89.61,5.75,84.08,Pomegranate
29.3,21.8,38.6,21.01,93.71,6.47,91.71,Pomegranate
11.8,10.9,41.2,22.47,90.13,6.38,123.21,Pomegranate
16.4,15.5,38.7,23.59,90.27,6.11,104.18,Pomegranate
18.4,17.7,32.3,21.67,89.3,6.32,99.44,Pomegranate
21.2,21.8,48.0,21.84,92.15,6.47,92.45,Pomegranate
25.3,29.0,40.5,22.16,88.84,6.07,100.84,Pomegranate
18.9,18.1,47.2,20.51,93.03,5.81,90.67,Pomegranate
11.9,13.4,38.7,19.49,86.7,7.12,132.59,Pomegranate
23.2,20.6,35.6,17.41,86.8,6.15,107.23,Pomegranate
22.8,24.3,41.3,20.06,92.16,6.36,106.8,Pomegranate
9.3,19.4,38.9,22.98,89.83,6.8,114.56,Pomegranate
19.0,15.4,34.1,20.04,88.74,7.81,119.05,Pomegranate
11.0,22.8,47.3,21.21,92.77,5.9,118.85,Pomegranate
15.7,21.7,36.9,22.97,88.28,6.58,120.38,Pomegranate
14.5,14.9,30.8,23.1,89.5,6.12,99.93,Pomegranate
23.0,20.5,46.6,19.1,94.3,6.18,103.93,Pomegranate
19.6,23.0,37.5,24.29,94.72,6.11,116.73,Pomegranate
12.6,23.7,37.0,24.62,94.82,5.95,101.17,Pomegranate
23.4,18.7,31.2,18.98,89.25,6.38,107.44,Pomegranate
11.8,17.6,48.7,19.74,93.79,5.81,112.29,Pomegranate
107.9,80.2,50.8,26.08,77.88,6.59,102.67,Banana
82.2,81.0,50.4,26.37,82.7,5.95,96.96,Banana
107.1,82.8,54.9,26.49,79.96,6.2,111.88,Banana
97.7,79.6,44.9,28.08,79.66,5.94,91.86,Banana
107.1,87.1,39.5,28.31,77.31,5.63,109.18,Banana
107.8,78.9,50.9,21.31,87.06,5.0,93.63,Banana
116.1,66.5,51.7,29.44,78.9,5.98,91.14,Banana
113.5,80.8,58.9,30.27,83.2,5.59,95.04,Banana
113.5,63.1,42.4,25.3,72.9,5.58,98.97,Banana
114.4,84.8,56.9,25.46,85.12,5.7,103.87,Banana
102.9,74.2,64.2,26.5,84.61,6.6,108.13,Banana
100.3,83.3,47.7,25.89,80.79,6.86,49.27,Banana
108.7,92.5,42.3,27.85,79.49,5.99,92.49,Banana
107.3,74.4,47.6,23.51,82.0,5.71,98.73,Banana
96.9,90.5,50.1,25.16,89.56,5.43,127.18,Banana
104.0,78.5,53.4,30.48,73.35,6.09,88.4,Banana
99.6,96.0,46.5,25.54,83.53,6.61,107.04,Banana
91.5,79.1,59.3,29.89,76.75,5.8,127.03,Banana
112.9,75.3,43.3,28.11,80.32,4.95,84.91,Banana
100.6,87.5,39.6,23.78,79.41,6.17,110.51,Banana
120.5,78.5,56.6,28.67,78.69,6.29,92.57,Banana
83.7,75.3,36.4,27.16,80.36,5.27,97.03,Banana
94.4,78.2,48.8,26.49,75.86,5.97,92.55,Banana
100.3,81.6,68.7,27.89,84.52,6.08,93.62,Banana
111.4,92.7,49.9,28.35,73.22,5.87,145.43,Banana
104.0,66.5,43.3,28.82,82.56,5.58,117.27,Banana
103.1,82.2,49.7,29.76,79.09,6.31,121.13,Banana
88.7,87.0,49.7,28.22,75.72,5.74,111.98,Banana
88.4,83.5,51.0,24.65,81.21,5.31,80.51,Banana
103.2,92.5,54.0,26.45,74.17,5.08,110.52,Banana
86.4,81.4,43.8,33.29,80.56,6.4,120.69,Banana
94.7,80.5,60.1,28.85,74.71,6.15,91.8,Banana
105.0,86.7,51.5,32.14,82.25,5.94,119.08,Banana
90.2,82.8,54.4,30.19,76.7,5.72,115.17,Banana
116.1,78.9,46.2,27.88,78.6,5.69,132.38,Banana
112.2,86.1,57.7,28.0,81.58,5.47,98.33,Banana
84.3,76.8,48.5,27.33,77.31,5.73,88.14,Banana
90.7,77.1,51.7,23.92,80.17,5.05,99.18,Banana
77.1,77.8,44.4,27.44,74.34,5.61,126.13,Banana
92.2,92.8,44.0,29.82,82.92,5.78,77.17,Banana
107.7,56.2,54.1,26.2,87.46,6.14,73.57,Banana
95.9,85.2,47.3,28.22,91.57,5.88,105.94,Banana
104.6,82.3,44.9,29.1,80.76,6.22,97.96,Banana
84.8,68.6,46.1,25.58,83.55,6.44,104.72,Banana
108.0,84.5,54.2,26.5,73.28,6.32,118.78,Banana
94.4,85.8,46.2,25.36,86.41,6.09,96.31,Banana
100.1,86.7,49.3,25.76,83.5,5.9,76.5,Banana
99.1,60.8,50.1,24.82,78.46,5.51,135.27,Banana
87.3,92.9,38.5,25.6,85.35,6.2,89.64,Banana
88.5,76.1,41.2,30.24,79.38,6.57,88.71,Banana
109.7,87.5,52.0,25.57,78.57,6.04,121.16,Banana
104.0,87.9,45.6,27.65,82.3,6.67,98.83,Banana
110.5,75.0,56.3,26.39,76.15,5.29,103.65,Banana
103.2,87.3,55.8,29.76,84.49,5.44,111.84,Banana
101.4,78.9,54.3,30.02,76.18,6.24,120.85,Banana
82.7,65.4,60.9,29.13,76.2,6.01,99.6,Banana
97.3,91.3,49.5,28.01,76.76,6.43,127.4,Banana
99.7,75.8,53.9,26.94,83.44,5.89,72.56,Banana
119.5,75.2,46.5,25.02,77.93,5.55,116.0,Banana
106.9,78.8,64.7,31.29,75.01,5.81,92.01,Banana
115.4,84.2,61.9,25.88,77.98,5.29,125.18,Banana
106.0,81.5,50.1,28.73,80.27,5.45,106.73,Banana
92.9,86.4,52.3,29.52,75.68,6.29,94.51,Banana
101.2,71.3,58.2,26.29,75.79,6.25,114.54,Banana
102.4,76.1,49.1,29.48,88.85,6.05,118.0,Banana
90.6,81.1,46.1,28.93,76.96,5.21,114.23,Banana
96.2,97.2,55.2,30.86,79.11,5.76,89.15,Banana
97.9,81.1,50.5,26.46,78.93,5.41,97.34,Banana
116.1,90.7,51.1,24.83,78.71,6.37,104.54,Banana
79.2,82.3,45.0,26.39,82.89,5.67,103.98,Banana
112.1,78.1,39.7,27.82,84.19,5.47,115.85,Banana
90.6,80.0,51.4,27.52,79.18,5.91,74.38,Banana
86.3,80.7,55.4,26.61,75.45,5.64,109.61,Banana
111.8,86.8,48.6,23.58,85.5,6.49,100.25,Banana
107.3,93.0,58.6,28.34,80.02,5.61,92.02,Banana
112.5,84.9,45.8,31.34,87.32,5.34,93.46,Banana
108.0,91.5,43.7,28.33,71.42,5.04,101.38,Banana
120.6,74.3,49.6,28.62,81.18,5.89,50.58,Banana
105.6,78.7,49.5,28.54,88.07,5.68,94.08,Banana
98.4,76.2,54.6,28.19,78.99,5.33,91.46,Banana
103.4,84.5,45.4,29.26,79.5,6.38,112.59,Banana
112.4,79.1,58.2,28.19,81.58,6.17,92.52,Banana
92.2,87.8,61.8,26.77,78.16,5.89,101.37,Banana
93.5,74.6,49.8,25.81,79.15,6.45,127.73,Banana
96.9,82.3,57.5,26.9,79.05,6.17,119.52,Banana
79.0,87.5,43.7,28.03,77.89,5.57,118.13,Banana
101.4,65.5,56.5,26.77,85.32,5.48,97.1,Banana
81.1,99.0,56.3,28.03,82.24,6.23,112.75,Banana
100.5,79.7,55.2,28.28,81.4,6.06,101.09,Banana
108.7,65.8,49.9,29.07,83.63,5.97,101.66,Banana
95.2,83.3,32.3,29.97,79.34,5.56,110.75,Banana
116.8,82.3,46.1,27.56,77.3,6.14,95.65,Banana
85.4,81.3,46.2,24.78,77.99,5.6,127.0,Banana
111.9,89.9,44.1,26.71,80.41,5.86,102.2,Banana
106.8,88.0,50.7,27.49,76.16,6.48,113.88,Banana
82.8,84.4,47.5,23.73,78.4,5.64,126.43,Banana
127.1,85.6,45.1,30.18,78.34,5.27,120.07,Banana
99.4,81.2,43.6,27.68,88.9,5.48,83.47,Banana
91.2,96.2,45.7,28.16,69.3,6.3,111.27,Banana
85.9,70.2,56.7,30.13,79.68,6.0,117.36,Banana
24.5,22.8,22.6,31.12,35.82,3.78,116.51,Mango
14.4,23.6,24.4,29.94,46.13,6.32,87.5,Mango
16.7,23.0,31.9,30.77,47.32,5.43,83.88,Mango
25.0,28.0,24.1,32.99,38.95,5.3,96.78,Mango
16.2,26.2,35.6,34.39,43.26,5.5,107.17,Mango
18.5,24.2,29.6,32.63,38.31,5.48,106.67,Mango
27.9,29.1,30.4,31.45,49.97,6.01,73.34,Mango
19.8,35.6,28.6,34.95,55.11,4.92,123.37,Mango
16.4,35.2,33.9,30.42,56.84,5.16,85.08,Mango
15.6,17.4,33.9,33.78,52.69,5.87,90.72,Mango
21.7,29.9,31.7,30.48,44.42,6.01,81.16,Mango
13.3,26.1,32.8,32.28,38.61,6.02,135.17,Mango
18.8,27.8,28.9,30.92,39.66,5.31,98.33,Mango
21.7,25.0,32.7,31.06,42.59,5.21,81.94,Mango
26.5,27.6,28.3,30.26,44.87,5.45,107.66,Mango
23.3,27.8,30.0,34.56,49.24,5.82,106.24,Mango
16.4,24.1,28.6,29.37,44.12,6.44,91.88,Mango
25.9,22.5,27.7,29.35,52.23,4.68,107.31,Mango
18.5,24.8,26.6,36.5,48.81,5.59,82.32,Mango
13.8,28.2,32.3,33.64,50.26,5.03,87.31,Mango
19.1,30.0,36.6,25.24,57.04,4.87,64.55,Mango
27.2,31.3,35.9,29.79,43.12,6.18,74.84,Mango
20.8,24.5,23.7,26.67,52.71,5.97,121.81,Mango
20.1,28.4,36.4,28.82,50.12,5.92,119.32,Mango
28.2,31.8,28.4,23.35,48.2,6.16,95.69,Mango
12.8,32.8,33.0,30.86,55.51,5.46,119.64,Mango
13.6,26.7,25.5,28.35,55.47,5.48,92.3,Mango
11.9,25.9,30.7,31.35,44.52,6.79,91.05,Mango
21.9,28.0,31.6,27.14,49.11,5.58,95.55,Mango
20.8,21.3,22.6,31.41,51.89,6.07,92.83,Mango
27.7,26.0,33.0,30.16,48.56,5.7,91.47,Mango
21.2,30.7,36.7,34.95,53.71,4.78,111.85,Mango
18.0,30.2,29.1,34.73,51.89,4.68,96.95,Mango
20.0,25.6,36.8,33.16,61.2,5.41,105.39,Mango
20.6,28.1,29.1,30.38,41.02,6.23,110.17,Mango
11.6,22.9,34.2,36.16,49.47,6.09,100.52,Mango
33.6,30.5,18.9,27.32,44.75,6.16,80.15,Mango
22.6,26.6,42.1,27.69,53.82,5.21,74.41,Mango
21.1,25.6,37.5,30.99,40.5,6.51,96.93,Mango
23.1,25.2,28.6,36.84,52.28,5.22,92.13,Mango
23.5,26.7,20.1,30.69,46.42,5.81,96.01,Mango
19.3,24.8,31.4,30.74,45.8,5.69,94.46,Mango
16.8,30.3,22.8,27.6,41.52,5.61,133.45,Mango
23.0,25.0,32.2,33.56,47.41,6.37,74.75,Mango
21.9,35.0,32.1,33.58,56.71,5.35,64.85,Mango
16.0,34.3,25.3,33.17,50.05,5.03,99.69,Mango
27.1,22.5,35.6,29.63,53.97,5.71,89.05,Mango
21.5,27.3,34.0,29.43,60.19,5.5,99.44,Mango
23.6,23.7,34.9,27.97,51.78,7.39,103.46,Mango
27.0,25.4,30.0,31.41,46.85,6.04,113.96,Mango
20.1,37.0,22.9,28.5,53.0,5.5,72.09,Mango
21.6,25.5,34.9,28.26,46.93,5.17,86.35,Mango
24.1,28.8,28.6,30.14,47.17,4.76,101.13,Mango
16.4,29.7,23.1,29.98,41.08,5.19,106.26,Mango
20.3,22.0,36.8,29.86,55.76,5.76,127.6,Mango
20.6,22.7,40.5,32.37,47.88,6.41,109.04,Mango
15.2,21.0,29.8,31.4,51.29,6.26,93.85,Mango
31.6,22.6,40.8,30.48,43.98,5.81,81.34,Mango
13.0,12.7,30.5,31.66,52.82,5.54,86.24,Mango
13.5,29.7,28.1,28.72,45.63,5.83,85.81,Mango
26.6,37.3,26.8,31.46,49.35,5.44,104.53,Mango
23.6,27.7,38.2,31.58,55.47,6.56,98.55,Mango
14.9,19.9,26.1,27.44,54.94,5.61,74.85,Mango
23.0,23.8,33.7,33.69,50.07,5.66,88.16,Mango
27.3,24.7,27.2,29.0,39.59,4.59,107.86,Mango
19.8,21.9,27.7,31.43,68.16,5.6,99.97,Mango
33.0,31.3,35.2,34.11,60.68,6.12,103.23,Mango
11.4,31.1,28.1,33.51,54.54,5.17,100.44,Mango
23.5,21.2,28.0,31.29,45.68,5.32,119.1,Mango
25.8,30.6,35.7,30.29,49.52,6.1,98.24,Mango
24.5,34.6,38.0,33.57,46.94,4.96,88.91,Mango
19.0,36.5,33.2,32.89,57.78,6.23,80.96,Mango
18.5,41.3,26.7,29.65,51.78,5.43,98.44,Mango
22.2,22.5,27.4,29.21,45.5,5.51,58.09,Mango
24.1,41.1,30.4,26.02,47.38,5.14,91.94,Mango
23.0,25.2,31.6,31.59,56.93,5.89,91.61,Mango
25.2,24.0,25.1,30.99,59.8,6.93,74.23,Mango
14.9,28.6,33.6,34.04,59.37,6.09,80.78,Mango
18.9,24.1,30.4,32.1,54.74,5.27,106.84,Mango
15.3,29.0,21.4,34.54,48.68,6.27,98.16,Mango
18.1,20.4,25.4,29.46,30.75,5.54,96.23,Mango
25.1,25.8,27.5,34.05,51.98,6.39,99.3,Mango
20.5,33.4,29.6,29.88,50.19,6.1,96.09,Mango
33.0,26.7,39.4,33.14,51.04,4.23,113.34,Mango
21.0,27.7,31.2,27.55,50.52,5.2,96.55,Mango
20.3,29.4,25.8,31.79,42.24,6.17,72.83,Mango
20.5,32.9,31.1,26.24,53.54,5.78,119.15,Mango
16.8,18.7,28.2,30.53,53.99,5.19,100.26,Mango
19.7,29.9,31.6,32.3,54.29,5.38,85.86,Mango
25.6,25.7,32.9,29.9,55.88,4.75,75.9,Mango
20.6,27.8,36.0,28.57,53.82,5.66,100.64,Mango
16.0,32.3,29.9,33.32,47.74,6.81,92.94,Mango
15.4,21.0,38.2,30.94,49.77,6.1,118.31,Mango
17.7,21.9,34.5,29.98,50.75,6.8,89.51,Mango
20.4,17.3,26.5,31.3,50.85,6.14,82.14,Mango
26.0,24.3,41.0,37.79,56.19,6.21,108.14,Mango
13.3,33.7,31.6,34.08,54.06,6.69,108.58,Mango
18.4,26.4,25.8,34.11,62.66,5.89,97.23,Mango
20.7,20.3,38.3,32.29,63.44,5.61,104.85,Mango
10.8,24.6,40.4,31.62,50.68,6.22,94.13,Mango
24.2,158.1,196.2,28.58,78.64,5.95,77.25,Grapes
28.8,128.5,192.4,22.04,77.29,6.09,80.33,Grapes
26.1,152.0,225.9,19.47,83.89,5.61,74.59,Grapes
22.2,130.4,204.2,25.71,84.44,6.06,50.18,Grapes
29.8,119.3,206.1,29.03,83.5,5.83,68.05,Grapes
11.2,129.9,211.4,25.79,73.84,5.69,58.04,Grapes
33.3,143.5,185.8,24.41,78.43,6.29,67.57,Grapes
14.5,124.6,217.5,25.03,81.78,5.38,79.4,Grapes
19.9,127.0,174.9,28.04,83.85,6.23,72.65,Grapes
22.8,138.9,192.3,21.18,84.97,6.27,81.08,Grapes
22.3,133.0,195.4,23.46,82.48,5.65,73.02,Grapes
28.0,138.8,205.8,22.44,83.22,5.67,56.62,Grapes
17.7,135.4,202.2,20.3,82.24,5.91,44.39,Grapes
24.3,137.8,198.3,22.81,84.64,6.11,71.09,Grapes
20.1,128.7,199.9,27.12,83.15,5.94,67.46,Grapes
24.5,135.3,190.2,25.5,82.16,6.17,59.83,Grapes
22.7,123.7,185.0,25.73,80.83,6.71,52.59,Grapes
23.5,145.9,207.3,24.24,82.23,5.8,62.25,Grapes
20.3,126.7,206.9,25.37,83.84,5.31,67.66,Grapes
20.4,144.3,215.8,21.4,82.97,6.33,76.26,Grapes
24.4,130.7,192.1,22.87,83.42,6.67,71.49,Grapes
27.7,135.0,206.9,24.38,87.27,6.16,85.68,Grapes
20.0,128.1,197.2,24.63,82.96,5.56,59.24,Grapes
18.7,122.8,211.9,24.76,79.3,5.95,78.41,Grapes
26.1,115.6,210.2,23.38,85.43,5.55,70.07,Grapes
22.8,122.4,202.1,22.67,76.44,6.26,76.55,Grapes
27.2,129.8,196.6,33.27,77.57,5.46,65.23,Grapes
18.5,135.1,209.6,26.52,83.24,5.88,80.32,Grapes
14.1,143.1,206.5,25.04,83.97,5.6,72.55,Grapes
20.3,128.5,193.2,23.1,76.92,6.05,62.81,Grapes
19.2,124.2,186.7,22.45,80.37,5.85,69.48,Grapes
22.6,118.6,197.1,23.41,79.48,6.07,67.2,Grapes
19.8,137.8,215.2,24.68,79.95,6.01,74.49,Grapes
26.7,146.8,211.5,18.16,85.67,5.61,57.8,Grapes
21.6,145.7,188.9,19.09,84.73,6.25,69.31,Grapes
23.8,140.1,188.3,21.89,81.82,5.98,73.55,Grapes
23.8,139.4,212.7,24.42,79.72,5.6,69.93,Grapes
